hg38_chrom	hg38_pos	hg19_chrom	hg19_pos
chr8	42145441	chr8	42002959
chr8	42145706	chr8	42003224
chr8	42148983	chr8	42006501
chr8	42149300	chr8	42006818
chr8	42150938	chr8	42008456
chr8	42150938	chr8	42008456
chr8	42150971	chr8	42008489
chr8	42150971	chr8	42008489
chr8	42152948	chr8	42010466
chr8	42153821	chr8	42011339
chr1	63476317	chr1	63941988
chr8	42156260	chr8	42013778
chr8	42158246	chr8	42015764
chr8	42158887	chr8	42016405
chr8	42162095	chr8	42019613
chr8	42166935	chr8	42024453
chr8	42168875	chr8	42026393
chr8	42169469	chr8	42026987
chr8	42170559	chr8	42028077
chr8	42174368	chr8	42031886
chr8	42174613	chr8	42032131
chr8	42185975	chr8	42043493
chr8	42494067	chr8	42351585
chr8	42494489	chr8	42352007
chr8	42496584	chr8	42354102
chr8	42497523	chr8	42355041
chr8	42498517	chr8	42356035
chr8	42501517	chr8	42359035
chr8	42502172	chr8	42359690
chr1	63480260	chr1	63945931
chr8	42503075	chr8	42360593
chr8	42504475	chr8	42361993
chr8	42509772	chr8	42367290
chr8	42527081	chr8	42382222
chr8	42528730	chr8	42383870
chr1	63480469	chr1	63946140
chr8	42528919	chr8	42384059
chr8	42529188	chr8	42384331
chr8	42530605	chr8	42385748
chr8	42533957	chr8	42389100
chr8	42534600	chr8	42389743
chr8	42536052	chr8	42391195
chr8	42536802	chr8	42391945
chr8	42537799	chr8	42392942
chr1	63481253	chr1	63946924
chr8	42539282	chr8	42394425
chr8	42541861	chr8	42397004
chr8	42542386	chr8	42397529
chr8	42542588	chr8	42397731
chr8	42543159	chr8	42398302
chr8	42544524	chr8	42399667
chr8	42545536	chr8	42400679
chr8	42545536	chr8	42400679
chr8	42545536	chr8	42400679
chr8	42545536	chr8	42400679
chr8	42545589	chr8	42400732
chr8	42545589	chr8	42400732
chr8	42545589	chr8	42400732
chr8	42545589	chr8	42400732
chr8	42545600	chr8	42400743
chr8	42545600	chr8	42400743
chr8	42545600	chr8	42400743
chr8	42545600	chr8	42400743
chr1	63482842	chr1	63948513
chr1	63482842	chr1	63948513
chr8	42546062	chr8	42401205
chr8	42546844	chr8	42401987
chr8	42546927	chr8	42402070
chr8	42546927	chr8	42402070
chr8	42546928	chr8	42402071
chr8	42546928	chr8	42402071
chr8	42547318	chr8	42402461
chr8	42548897	chr8	42404040
chr8	42549034	chr8	42404177
chr8	42549594	chr8	42404737
chr8	42550012	chr8	42405155
chr8	42550865	chr8	42406008
chr1	63482912	chr1	63948583
chr1	63482912	chr1	63948583
chr1	63482912	chr1	63948583
chr1	63482912	chr1	63948583
chr8	42551904	chr8	42407047
chr8	42553296	chr8	42408439
chr8	42553296	chr8	42408439
chr8	42553340	chr8	42408483
chr8	42553340	chr8	42408483
chr8	42555793	chr8	42410936
chr8	42556933	chr8	42412076
chr8	42558800	chr8	42413943
chr8	42558974	chr8	42414117
chr8	42559083	chr8	42414226
chr8	42559944	chr8	42415087
chr8	42560693	chr8	42415836
chr8	42560799	chr8	42415942
chr8	42560961	chr8	42416104
chr8	42561132	chr8	42416275
chr8	42561565	chr8	42416708
chr8	42562129	chr8	42417272
chr8	42563029	chr8	42418172
chr8	42563302	chr8	42418445
chr8	42563302	chr8	42418445
chr8	42563317	chr8	42418460
chr8	42563317	chr8	42418460
chr8	42563580	chr8	42418723
chr8	42565311	chr8	42420454
chr8	42566300	chr8	42421443
chr8	42566300	chr8	42421443
chr8	42566321	chr8	42421464
chr8	42566321	chr8	42421464
chr8	42567075	chr8	42422218
chr8	42567164	chr8	42422307
chr8	42568047	chr8	42423190
chr8	42568157	chr8	42423300
chr8	42568157	chr8	42423300
chr8	42568183	chr8	42423326
chr8	42568183	chr8	42423326
chr1	63487438	chr1	63953109
chr8	42568633	chr8	42423776
chr8	42568633	chr8	42423776
chr8	42568694	chr8	42423837
chr8	42568694	chr8	42423837
chr8	42569581	chr8	42424724
chr8	42569581	chr8	42424724
chr8	42569581	chr8	42424724
chr8	42569581	chr8	42424724
chr8	42569581	chr8	42424724
chr8	42569581	chr8	42424724
chr8	42569581	chr8	42424724
chr8	42569581	chr8	42424724
chr8	42569584	chr8	42424727
chr8	42569584	chr8	42424727
chr8	42569584	chr8	42424727
chr8	42569584	chr8	42424727
chr8	42569584	chr8	42424727
chr8	42569584	chr8	42424727
chr8	42569584	chr8	42424727
chr8	42569584	chr8	42424727
chr8	42569603	chr8	42424746
chr8	42569603	chr8	42424746
chr8	42569603	chr8	42424746
chr8	42569603	chr8	42424746
chr8	42569603	chr8	42424746
chr8	42569603	chr8	42424746
chr8	42569603	chr8	42424746
chr8	42569603	chr8	42424746
chr8	42569606	chr8	42424749
chr8	42569606	chr8	42424749
chr8	42569606	chr8	42424749
chr8	42569606	chr8	42424749
chr8	42569606	chr8	42424749
chr8	42569606	chr8	42424749
chr8	42569606	chr8	42424749
chr8	42569606	chr8	42424749
chr8	42569936	chr8	42425079
chr8	42570256	chr8	42425399
chr8	42570344	chr8	42425487
chr1	63488296	chr1	63953967
chr1	21443542	chr1	21770035
chr1	2151050	chr1	2082489
chr8	42570530	chr8	42425673
chr8	42571818	chr8	42426961
chr8	42573709	chr8	42428852
chr8	42573709	chr8	42428852
chr8	42573719	chr8	42428862
chr8	42573719	chr8	42428862
chr8	42573979	chr8	42429122
chr8	42574341	chr8	42429484
chr8	42574460	chr8	42429603
chr8	42574794	chr8	42429937
chr8	42575359	chr8	42430502
chr8	42576051	chr8	42431194
chr1	63488376	chr1	63954047
chr8	42576625	chr8	42431768
chr8	42576715	chr8	42431858
chr8	42578914	chr8	42434057
chr8	42579051	chr8	42434194
chr8	42579260	chr8	42434403
chr8	42579490	chr8	42434633
chr8	42580350	chr8	42435493
chr8	42581076	chr8	42436219
chr8	42582642	chr8	42437785
chr1	63488720	chr1	63954391
chr8	42582922	chr8	42438065
chr8	42583473	chr8	42438616
chr8	42584705	chr8	42439848
chr8	42585389	chr8	42440532
chr8	42590257	chr8	42445400
chr8	42591095	chr8	42446238
chr8	42592605	chr8	42447748
chr1	63491927	chr1	63957598
chr8	42592983	chr8	42448126
chr8	42597427	chr8	42452570
chr8	42597427	chr8	42452570
chr8	42597427	chr8	42452570
chr8	42597427	chr8	42452570
chr8	42597467	chr8	42452610
chr8	42597467	chr8	42452610
chr8	42597467	chr8	42452610
chr8	42597467	chr8	42452610
chr8	42597479	chr8	42452622
chr8	42597479	chr8	42452622
chr8	42597479	chr8	42452622
chr8	42597479	chr8	42452622
chr8	42597856	chr8	42452999
chr8	42597856	chr8	42452999
chr8	42597880	chr8	42453023
chr8	42597880	chr8	42453023
chr8	42598868	chr8	42454011
chr8	42599463	chr8	42454606
chr8	42599936	chr8	42455079
chr8	42600063	chr8	42455206
chr1	63492739	chr1	63958410
chr8	42600165	chr8	42455308
chr8	42600210	chr8	42455353
chr8	42600210	chr8	42455353
chr8	42600434	chr8	42455577
chr8	42600999	chr8	42456142
chr8	42601292	chr8	42456435
chr8	42601895	chr8	42457038
chr8	42601895	chr8	42457038
chr8	42601900	chr8	42457043
chr8	42601900	chr8	42457043
chr8	42602307	chr8	42457450
chr8	42602444	chr8	42457587
chr8	42602447	chr8	42457590
chr8	42602447	chr8	42457590
chr1	63493090	chr1	63958761
chr8	70819072	chr8	71731307
chr8	70826455	chr8	71738690
chr8	70829913	chr8	71742148
chr8	70831708	chr8	71743943
chr8	70835818	chr8	71748053
chr8	70839002	chr8	71751237
chr8	70843620	chr8	71755855
chr8	70845671	chr8	71757906
chr8	70847683	chr8	71759918
chr8	70851253	chr8	71763488
chr8	70854805	chr8	71767040
chr8	70858584	chr8	71770819
chr8	70861155	chr8	71773390
chr8	70868581	chr8	71780816
chr8	70877638	chr8	71789873
chr8	70888740	chr8	71800975
chr8	70893393	chr8	71805628
chr8	70895410	chr8	71807645
chr1	63495476	chr1	63961147
chr8	70897642	chr8	71809877
chr8	70898814	chr8	71811049
chr8	70898814	chr8	71811049
chr8	70899956	chr8	71812191
chr8	70901481	chr8	71813716
chr8	70904444	chr8	71816679
chr8	70914807	chr8	71827042
chr8	70918923	chr8	71831158
chr8	70921078	chr8	71833313
chr1	63497415	chr1	63963086
chr8	70932865	chr8	71845100
chr8	70938672	chr8	71850907
chr8	70963648	chr8	71875883
chr8	70969366	chr8	71881601
chr8	70977349	chr8	71889584
chr8	70982696	chr8	71894931
chr8	70983899	chr8	71896134
chr8	70986268	chr8	71898503
chr1	63498127	chr1	63963798
chr8	70987686	chr8	71899921
chr8	70988133	chr8	71900368
chr8	70989116	chr8	71901351
chr8	70989502	chr8	71901737
chr8	71003847	chr8	71916082
chr8	71005129	chr8	71917364
chr8	71006334	chr8	71918569
chr8	71008860	chr8	71921095
chr8	71018781	chr8	71931016
chr1	63500000	chr1	63965671
chr1	21445674	chr1	21772167
chr8	71035277	chr8	71947512
chr8	71038287	chr8	71950522
chr8	71038287	chr8	71950522
chr8	71038351	chr8	71950586
chr8	71038351	chr8	71950586
chr8	71050026	chr8	71962261
chr8	71064084	chr8	71976319
chr8	71066367	chr8	71978602
chr8	71066367	chr8	71978602
chr8	71066440	chr8	71978675
chr8	71066440	chr8	71978675
chr8	71069004	chr8	71981239
chr1	63500115	chr1	63965786
chr8	71078156	chr8	71990391
chr8	71078232	chr8	71990467
chr8	71087307	chr8	71999542
chr8	71091898	chr8	72004133
chr8	71091898	chr8	72004133
chr8	71091926	chr8	72004161
chr8	71091926	chr8	72004161
chr8	71093325	chr8	72005560
chr8	71097842	chr8	72010077
chr8	71097967	chr8	72010202
chr8	78642951	chr8	79555186
chr1	63500332	chr1	63966003
chr8	78643239	chr8	79555474
chr8	78643913	chr8	79556148
chr8	78644656	chr8	79556891
chr8	78644992	chr8	79557227
chr8	78645609	chr8	79557844
chr8	78645918	chr8	79558153
chr8	78646206	chr8	79558441
chr8	78646370	chr8	79558605
chr8	78646995	chr8	79559230
chr8	78646995	chr8	79559230
chr8	78647016	chr8	79559251
chr8	78647016	chr8	79559251
chr1	63501392	chr1	63967063
chr8	78647387	chr8	79559622
chr8	78652748	chr8	79564983
chr8	78655847	chr8	79568082
chr8	78659987	chr8	79572222
chr8	78660360	chr8	79572595
chr8	78660478	chr8	79572713
chr8	78663569	chr8	79575804
chr8	78665491	chr8	79577726
chr8	78669501	chr8	79581736
chr8	78673013	chr8	79585248
chr8	78675620	chr8	79587855
chr8	78677777	chr8	79590012
chr8	78678782	chr8	79591017
chr8	78680191	chr8	79592426
chr8	78681501	chr8	79593736
chr8	78681901	chr8	79594136
chr8	78682731	chr8	79594966
chr8	78683169	chr8	79595404
chr8	78685252	chr8	79597487
chr8	78686218	chr8	79598453
chr8	78689185	chr8	79601420
chr8	78691512	chr8	79603747
chr8	78691589	chr8	79603824
chr8	78691689	chr8	79603924
chr8	78695658	chr8	79607893
chr8	78698475	chr8	79610710
chr8	78700238	chr8	79612473
chr1	63502655	chr1	63968326
chr8	78702203	chr8	79614438
chr8	78703016	chr8	79615251
chr8	78708119	chr8	79620354
chr8	78708957	chr8	79621192
chr8	78709474	chr8	79621709
chr8	78711382	chr8	79623617
chr8	78712370	chr8	79624605
chr8	78716804	chr8	79629039
chr8	78718373	chr8	79630608
chr1	63503865	chr1	63969536
chr8	78719775	chr8	79632010
chr8	78720914	chr8	79633149
chr8	78721772	chr8	79634007
chr8	78723734	chr8	79635969
chr8	78724283	chr8	79636518
chr8	78725903	chr8	79638138
chr8	78729534	chr8	79641769
chr8	78732202	chr8	79644437
chr1	63507457	chr1	63973128
chr8	78739707	chr8	79651942
chr8	78744754	chr8	79656989
chr8	78745028	chr8	79657263
chr8	78745431	chr8	79657666
chr8	81795080	chr8	82707315
chr8	81795272	chr8	82707507
chr8	81795794	chr8	82708029
chr8	81797590	chr8	82709825
chr8	81803617	chr8	82715852
chr1	63508877	chr1	63974548
chr8	81804334	chr8	82716569
chr8	81804671	chr8	82716906
chr8	81805023	chr8	82717258
chr8	81805791	chr8	82718026
chr8	81805791	chr8	82718026
chr8	81805791	chr8	82718026
chr8	81805791	chr8	82718026
chr8	81805793	chr8	82718028
chr8	81805793	chr8	82718028
chr8	81805793	chr8	82718028
chr8	81805793	chr8	82718028
chr8	81805808	chr8	82718043
chr8	81805808	chr8	82718043
chr8	81805808	chr8	82718043
chr8	81805808	chr8	82718043
chr8	81806765	chr8	82719000
chr8	81807348	chr8	82719583
chr8	81807348	chr8	82719583
chr8	81807378	chr8	82719613
chr8	81807378	chr8	82719613
chr8	81808116	chr8	82720351
chr8	81808116	chr8	82720351
chr1	63510767	chr1	63976438
chr8	81808169	chr8	82720404
chr8	81808169	chr8	82720404
chr8	81808525	chr8	82720760
chr8	81808810	chr8	82721045
chr8	81809155	chr8	82721390
chr8	81809356	chr8	82721591
chr8	81809899	chr8	82722134
chr8	81810876	chr8	82723111
chr8	81812091	chr8	82724326
chr8	81812727	chr8	82724962
chr1	63512203	chr1	63977874
chr1	63512203	chr1	63977874
chr8	81815280	chr8	82727515
chr8	81815280	chr8	82727515
chr8	81815285	chr8	82727520
chr8	81815285	chr8	82727520
chr8	81815879	chr8	82728114
chr8	81816068	chr8	82728303
chr8	81816848	chr8	82729083
chr8	81819171	chr8	82731406
chr8	81820608	chr8	82732843
chr8	81820905	chr8	82733140
chr8	81821004	chr8	82733239
chr1	63512263	chr1	63977934
chr1	63512263	chr1	63977934
chr8	81821896	chr8	82734131
chr8	81825804	chr8	82738039
chr8	81827278	chr8	82739513
chr8	81827813	chr8	82740048
chr8	81828267	chr8	82740502
chr8	81830980	chr8	82743215
chr8	81831944	chr8	82744179
chr1	63512365	chr1	63978036
chr8	81832107	chr8	82744342
chr8	81833407	chr8	82745642
chr8	81834516	chr8	82746751
chr8	81836114	chr8	82748349
chr8	81836202	chr8	82748437
chr8	81836439	chr8	82748674
chr8	81836614	chr8	82748849
chr8	81836614	chr8	82748849
chr8	81836661	chr8	82748896
chr8	81836661	chr8	82748896
chr8	81836661	chr8	82748896
chr8	81836661	chr8	82748896
chr8	81836693	chr8	82748928
chr8	81836693	chr8	82748928
chr1	63515072	chr1	63980743
chr8	81838414	chr8	82750649
chr8	81838731	chr8	82750966
chr8	81839587	chr8	82751822
chr8	81840056	chr8	82752291
chr8	81840953	chr8	82753188
chr8	81841115	chr8	82753350
chr8	81841883	chr8	82754118
chr8	81841883	chr8	82754118
chr8	81841905	chr8	82754140
chr8	81841905	chr8	82754140
chr8	81843174	chr8	82755409
chr1	63516017	chr1	63981688
chr8	81843564	chr8	82755799
chr8	81843639	chr8	82755874
chr8	81843639	chr8	82755874
chr8	81843701	chr8	82755936
chr8	81843701	chr8	82755936
chr8	81845958	chr8	82758193
chr8	81846114	chr8	82758349
chr8	81846828	chr8	82759063
chr8	81849016	chr8	82761251
chr8	81849747	chr8	82761982
chr8	81850246	chr8	82762481
chr8	81850368	chr8	82762603
chr8	81850599	chr8	82762834
chr8	81852071	chr8	82764306
chr8	81854540	chr8	82766775
chr8	81855939	chr8	82768174
chr8	81860327	chr8	82772562
chr8	81860807	chr8	82773042
chr8	81860993	chr8	82773228
chr8	81862207	chr8	82774442
chr8	81863129	chr8	82775364
chr1	63516527	chr1	63982198
chr8	81864735	chr8	82776970
chr8	81865616	chr8	82777851
chr8	81865704	chr8	82777939
chr8	81866944	chr8	82779179
chr8	81866944	chr8	82779179
chr8	81866945	chr8	82779180
chr8	81866945	chr8	82779180
chr8	104383077	chr8	105395305
chr8	104383353	chr8	105395581
chr8	104390647	chr8	105402875
chr8	104393693	chr8	105405921
chr1	63517187	chr1	63982858
chr8	104401947	chr8	105414175
chr8	109474398	chr8	110486627
chr8	109477913	chr8	110490142
chr8	109479432	chr8	110491661
chr8	109479611	chr8	110491840
chr8	109479648	chr8	110491877
chr8	109479648	chr8	110491877
chr8	109480720	chr8	110492949
chr8	109482111	chr8	110494340
chr8	109482665	chr8	110494894
chr8	109482963	chr8	110495192
chr8	109483939	chr8	110496168
chr8	109484110	chr8	110496339
chr8	109485721	chr8	110497950
chr1	63518488	chr1	63984159
chr8	109487115	chr8	110499344
chr8	109488454	chr8	110500683
chr8	109488820	chr8	110501049
chr8	109488888	chr8	110501117
chr8	109488888	chr8	110501117
chr8	109491859	chr8	110504088
chr8	109492127	chr8	110504356
chr8	109492127	chr8	110504356
chr8	109492127	chr8	110504356
chr8	109492127	chr8	110504356
chr8	109492128	chr8	110504357
chr8	109492128	chr8	110504357
chr8	109492128	chr8	110504357
chr8	109492128	chr8	110504357
chr8	109492128	chr8	110504357
chr8	109492128	chr8	110504357
chr8	109492128	chr8	110504357
chr8	109492186	chr8	110504415
chr8	109492186	chr8	110504415
chr8	109492186	chr8	110504415
chr8	109492186	chr8	110504415
chr8	109493481	chr8	110505710
chr8	109493657	chr8	110505886
chr8	109494429	chr8	110506658
chr8	109495511	chr8	110507740
chr8	109496009	chr8	110508238
chr8	109496655	chr8	110508884
chr8	109497571	chr8	110509800
chr8	109497684	chr8	110509913
chr8	109497794	chr8	110510023
chr1	63519400	chr1	63985071
chr8	109498396	chr8	110510625
chr8	109498396	chr8	110510625
chr8	109498397	chr8	110510626
chr8	109498397	chr8	110510626
chr8	109498398	chr8	110510627
chr8	109498398	chr8	110510627
chr8	109498399	chr8	110510628
chr8	109498399	chr8	110510628
chr8	109498400	chr8	110510629
chr8	109498400	chr8	110510629
chr8	109500217	chr8	110512446
chr8	109502158	chr8	110514387
chr8	109502158	chr8	110514387
chr8	109502997	chr8	110515226
chr1	63520213	chr1	63985884
chr8	109503132	chr8	110515361
chr8	109503891	chr8	110516120
chr8	109504028	chr8	110516257
chr8	109504028	chr8	110516257
chr8	109504028	chr8	110516257
chr8	109504028	chr8	110516257
chr8	109504031	chr8	110516260
chr8	109504031	chr8	110516260
chr8	109504031	chr8	110516260
chr8	109504031	chr8	110516260
chr8	109504101	chr8	110516330
chr8	109504101	chr8	110516330
chr8	109504101	chr8	110516330
chr8	109504101	chr8	110516330
chr8	109504298	chr8	110516527
chr8	109505262	chr8	110517491
chr8	109505890	chr8	110518119
chr8	109505979	chr8	110518208
chr8	109506305	chr8	110518534
chr8	109506405	chr8	110518634
chr8	109507585	chr8	110519814
chr8	109513655	chr8	110525884
chr8	109515920	chr8	110528149
chr8	109516641	chr8	110528870
chr8	109518737	chr8	110530966
chr1	63521425	chr1	63987096
chr8	109520779	chr8	110533008
chr8	109521663	chr8	110533892
chr8	109522546	chr8	110534775
chr8	109527374	chr8	110539603
chr8	109532295	chr8	110544524
chr8	109533378	chr8	110545607
chr8	109535283	chr8	110547512
chr1	63522375	chr1	63988046
chr8	109535971	chr8	110548200
chr8	109538152	chr8	110550381
chr8	119777172	chr8	120789412
chr8	119778618	chr8	120790858
chr8	119779186	chr8	120791426
chr8	119785615	chr8	120797855
chr8	119787127	chr8	120799367
chr8	119787127	chr8	120799367
chr8	119787154	chr8	120799394
chr8	119787154	chr8	120799394
chr1	63523814	chr1	63989485
chr8	119787780	chr8	120800020
chr8	119788049	chr8	120800289
chr8	119789565	chr8	120801805
chr8	119796331	chr8	120808571
chr8	119796435	chr8	120808675
chr8	119801780	chr8	120814020
chr8	119803770	chr8	120816010
chr8	119805786	chr8	120818026
chr1	63525819	chr1	63991490
chr8	119806522	chr8	120818762
chr8	119812117	chr8	120824357
chr8	119812985	chr8	120825225
chr8	119814050	chr8	120826290
chr8	119816916	chr8	120829156
chr8	119817498	chr8	120829738
chr8	119821030	chr8	120833270
chr8	119822117	chr8	120834357
chr8	119822117	chr8	120834357
chr8	119822149	chr8	120834389
chr8	119822149	chr8	120834389
chr8	119824247	chr8	120836487
chr8	119824428	chr8	120836668
chr8	119824794	chr8	120837034
chr8	119825711	chr8	120837951
chr8	119828151	chr8	120840391
chr8	119828456	chr8	120840696
chr8	119833671	chr8	120845911
chr8	119834838	chr8	120847078
chr8	119834838	chr8	120847078
chr8	119834883	chr8	120847123
chr8	119834883	chr8	120847123
chr8	119835501	chr8	120847741
chr8	119839165	chr8	120851405
chr1	63527599	chr1	63993270
chr1	21449628	chr1	21776121
chr8	119847299	chr8	120859539
chr8	119847661	chr8	120859901
chr8	119848107	chr8	120860347
chr8	119849275	chr8	120861515
chr8	123409157	chr8	124421397
chr8	123409383	chr8	124421623
chr8	123420918	chr8	124433158
chr8	123421031	chr8	124433271
chr8	123421031	chr8	124433271
chr8	123421063	chr8	124433303
chr8	123421063	chr8	124433303
chr8	123421063	chr8	124433303
chr8	123421063	chr8	124433303
chr1	63527779	chr1	63993450
chr8	123421136	chr8	124433376
chr8	123421136	chr8	124433376
chr8	123421136	chr8	124433376
chr8	123421136	chr8	124433376
chr8	123421187	chr8	124433427
chr8	123421187	chr8	124433427
chr8	123421339	chr8	124433579
chr8	123421849	chr8	124434089
chr8	123421932	chr8	124434172
chr8	123422060	chr8	124434300
chr8	123422569	chr8	124434809
chr8	123422606	chr8	124434846
chr8	123422606	chr8	124434846
chr8	123423151	chr8	124435391
chr8	123423151	chr8	124435391
chr1	63528281	chr1	63993952
chr8	123423187	chr8	124435427
chr8	123423612	chr8	124435852
chr8	123423829	chr8	124436069
chr8	123424174	chr8	124436414
chr8	123424247	chr8	124436487
chr8	123424570	chr8	124436810
chr8	123424570	chr8	124436810
chr8	123424570	chr8	124436810
chr8	123424570	chr8	124436810
chr8	123424611	chr8	124436851
chr8	123424611	chr8	124436851
chr8	123424611	chr8	124436851
chr8	123424611	chr8	124436851
chr1	63528626	chr1	63994297
chr8	123424615	chr8	124436855
chr8	123424615	chr8	124436855
chr8	123424615	chr8	124436855
chr8	123424615	chr8	124436855
chr8	123425248	chr8	124437488
chr8	123425560	chr8	124437800
chr8	123425735	chr8	124437975
chr8	123425822	chr8	124438062
chr8	123426375	chr8	124438615
chr8	123426375	chr8	124438615
chr8	123426395	chr8	124438635
chr8	123426395	chr8	124438635
